Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
15219;25;1.048;?;5.3;41.98;6.22;30;60;1.04;78;3.3;0;All Grain;?;18;60.48;American Pale Ale
15221;18.93;1.068;1.013;7.24;87.13;7.34;13.25;60;1.097;75;?;0;All Grain;1;17.78;60.68;American IPA
15222;18.93;1.061;1.017;5.77;58.59;13.16;30.28;90;1.038;70;1.5;?;All Grain;?;15.56;60.61;American IPA
15224;18.93;1.069;1.013;7.33;101.22;10.33;11.36;?;1.115;35;?;0;extract;?;20;60.69;American IPA
15226;37.85;1.073;?;7.2;?;39.03;49.21;60;1.056;60;?;0;BIAB;?;?;60.73;American IPA
15228;20.82;1.053;1.01;5.68;22.45;9.05;30.28;60;1.037;80;1.25;0;?;?;?;60.53;American Pale Ale
15229;18.93;1.06;1.014;6;61.91;?;11.36;60;1.1;35;?;0;extract;?;19.44;60.6;American IPA
15230;20.82;1.057;1.016;5.4;53.53;6.25;?;60;1.042;75;1.25;0;All Grain;?;21.11;60.57;American Pale Ale
15232;9.46;1.101;1.024;10.12;87.43;5.1;13.25;?;1.072;0;?;0;extract;0.35;20;61.01;American IPA
15233;20;1.056;1.012;5.8;48.8;7.39;23;-1;1.049;70;3;0;All Grain;0.75;?;60.56;American IPA
15234;18.93;1.071;1.017;7.12;61.57;7.46;26.5;?;1.051;70;1.5;0;All Grain;0.5;21.67;60.71;American IPA
15235;20.82;1.07;1.01;7.92;101.25;6.05;32.18;75;1.045;68;?;0;BIAB;?;?;60.7;American IPA
15237;7.5;?;1.015;6.64;?;6.55;6.5;60;1.076;50;?;0;Partial Mash;1.25;21;?;American IPA
15239;18;?;1.01;5.97;46.89;?;?;60;1.043;70;5.11;0;All Grain;0.75;20;?;American IPA
15242;45;1.061;1.011;6.57;38.33;5.49;53;90;1.052;69;3;0;All Grain;0.75;18;60.61;American Pale Ale
15245;37.85;1.057;1.014;5.73;87.35;9.11;53;60;1.041;70;1.5;0;All Grain;?;20;60.57;American IPA
15246;21;1.049;1.009;5.33;46.63;7.37;?;60;1.041;80;3;0;All Grain;0.5;20;60.49;American Pale Ale
15247;20.82;?;1.015;7.26;-1;3.91;26.5;60;1.055;75;1.5;0;All Grain;0.75;19.44;?;American IPA
15248;37.85;1.07;1.016;7.04;-1;-1;?;60;1.051;70;1.5;0;?;0.35;65.56;60.7;American IPA
15249;21.77;1.064;1.016;6.32;175.24;5.1;27.44;60;1.051;75;1.5;0;All Grain;0.5;?;60.64;American IPA
15250;20;1.055;1.014;5.37;81.71;9.57;11;60;1.099;35;?;0;extract;?;22;60.55;American IPA
15252;21;1.056;1.009;6.12;65.96;7.53;28.5;?;1.041;75;3.5;0;All Grain;0.5;20;60.56;American Pale Ale
15254;4;1.051;1.009;5.45;59.8;3.7;11.6;60;1.017;75;2.9;0;All Grain;0.35;25;60.51;American Pale Ale
15256;27;1.048;1.009;5.04;39.58;5.3;36.5;90;1.035;75;?;0;?;?;19;60.48;American Pale Ale
15257;18.93;1.083;1.021;8.16;0;26.11;18.93;60;?;75;?;0;All Grain;?;?;60.83;American IPA
15258;19.87;1.051;1.009;5.51;23.33;5.75;26.5;60;1.038;70;1.5;0;All Grain;0.75;?;60.51;American Pale Ale
15259;22.71;1.047;1.008;5.1;38.44;8.67;30.28;60;1.035;75;1.3;0;All Grain;?;?;60.47;American Pale Ale
15260;20.82;1.071;?;6.28;92.77;13.9;30.28;90;1.049;75;?;0;BIAB;2;20;60.71;American IPA
15262;20.82;1.076;1.019;7.55;45.48;6.27;28.39;60;1.056;?;1.5;0;All Grain;?;18.33;60.76;American IPA
15264;22.71;1.062;1.014;6.22;50.7;5.03;28.77;60;1.049;75;?;0;BIAB;1;18.89;60.62;American IPA
15266;20.82;1.068;1.013;7.22;49.49;6.78;28.39;60;1.05;71;1.5;0;All Grain;0.35;20.56;60.68;American IPA
15267;3.79;1.063;1.012;6.74;64.37;3.99;3.79;-1;1.063;5;?;0;extract;1;20.56;60.63;American IPA
15270;55;1.054;1.012;5.49;?;8.35;73;60;1.04;75;3;0;All Grain;?;19;60.54;American IPA
15272;21;1.069;1.016;6.95;49.34;10.12;26.5;-1;?;70;?;0;BIAB;?;?;60.69;American IPA
15274;41.64;1.07;1.012;7.55;108.66;4.03;51.1;60;1.057;80;1.35;0;All Grain;?;?;60.7;American IPA
15276;18;1.05;1.009;5.27;119.17;8.97;28.5;60;1.031;55;3;0;All Grain;?;20;60.5;American IPA
15278;41.64;1.066;1.019;6.25;117.35;8.94;43.53;60;1.063;70;0.95;0;All Grain;?;?;60.66;American IPA
15280;22.5;1.049;1.008;5.4;126.88;6.82;34;60;1.033;70;2.8;0;All Grain;?;?;60.49;American IPA
15283;23;1.057;1.013;5.74;35.29;7.31;28.5;60;?;72;?;0;BIAB;?;21;60.57;American Pale Ale
15284;14.38;1.081;1.023;?;102.66;11.81;17.41;45;1.067;70;?;0;BIAB;1;23.33;60.81;American IPA
15285;37.85;1.056;1.019;4.87;42.26;6.79;35.96;90;1.059;70;?;0;All Grain;0.5;18.33;60.56;American Pale Ale
15286;20.82;1.06;?;6.02;348.53;7.11;26.5;75;1.047;75;?;0;Partial Mash;0.75;21.11;60.6;American IPA
15287;41.64;1.059;1.014;5.94;40.66;?;49.21;60;1.05;85;1.5;0;All Grain;?;?;60.59;American Pale Ale
15288;23;1.061;1.012;6.45;67.81;4.92;25;60;1.056;69;2.5;?;All Grain;0.75;16;60.61;American IPA
15290;22.71;1.059;1.011;6.23;141.8;5.94;22.71;60;1.059;35;?;0;extract;0.35;20;60.59;American IPA
15291;19.87;1.056;?;5.51;-1;?;25.74;90;1.043;65;?;0;BIAB;?;?;60.56;American IPA
15292;52;1.06;1.009;6.64;80.18;6.63;56.5;90;1.055;70;3.96;0;All Grain;?;21;60.6;American IPA
15293;20.82;1.058;1.011;6.11;41.97;11.45;28.39;60;1.042;65;1.25;0;All Grain;0.75;20;60.58;American Pale Ale
15298;20.82;1.064;?;6.31;57.58;7.67;28.39;60;?;80;?;0;BIAB;?;?;60.64;American IPA
15299;21;1.06;1.014;5.95;57.98;7.03;25;?;?;69;2.4;0;All Grain;0.75;20;60.6;American IPA
15300;18.93;?;?;5.95;?;7.64;25.36;60;1.045;72;1.5;0;All Grain;?;?;?;American IPA
15301;20.82;1.053;1.01;5.58;39.8;10.38;28.88;60;1.038;70;1.5;0;All Grain;0.75;18.89;60.53;American Pale Ale
15302;18.93;1.06;1.015;5.95;57.46;-1;11.36;60;1.101;35;?;0;Partial Mash;?;?;60.6;American IPA
15305;21.5;1.056;1.009;6.12;55.37;6.24;26;60;1.046;74;?;0;BIAB;?;?;60.56;American IPA
15306;21;1.048;1.011;4.81;-1;4.55;25;60;?;68;3;0;All Grain;?;20;60.48;American Pale Ale
15308;20.82;1.042;1.008;4.5;20.69;6.21;?;60;1.031;65;1.5;0;All Grain;?;?;60.42;American Pale Ale
15309;180;1.042;?;4.61;47.88;6.34;230;60;1.033;63;1.5;0;All Grain;?;20;60.42;American Pale Ale
15310;25;1.057;?;6.03;36.89;6;?;60;1.071;35;?;0;extract;?;20;60.57;American Pale Ale
15311;22.71;1.061;1.012;6.7;97.91;6.02;7.57;60;1.183;35;?;0;extract;?;?;60.61;American IPA
15313;20.82;1.055;1.014;5.44;47.24;6.11;26.5;60;1.043;66;1.33;0;All Grain;1;17.22;60.55;American IPA
15314;37.85;1.068;1.016;6.79;113.03;8.24;49.21;60;?;75;?;0;All Grain;?;20;60.68;American IPA
15319;20.82;1.06;1.011;6.37;36.24;6.58;15.14;60;1.082;35;?;0;extract;1;20;60.6;American Pale Ale
15320;25;1.06;1.011;6.42;48.83;6.97;29;60;1.051;75;3;0;All Grain;?;19;60.6;American IPA
15321;20.82;1.088;?;9.34;91.26;25.65;11.36;60;1.161;35;?;0;extract;?;?;60.88;American IPA
15322;20.82;1.066;1.018;6.32;22.84;6.85;28.39;60;1.048;70;1.25;0;All Grain;?;20;60.66;American IPA
15323;22;13.8879;3.16904;5.77;68.04;14.17;28;60;11;60;3.5;1;All Grain;?;?;188.879;American IPA
15324;20.82;1.051;1.016;4.66;38.65;7.31;27.25;60;1.039;65;1.5;0;All Grain;?;?;60.51;American Pale Ale
15325;13;1.054;1.012;5.41;42.2;6.89;15;60;1.046;71.7;3;0;All Grain;?;20;60.54;American Pale Ale
15327;22.71;1.056;?;7.04;38.14;14.49;30.28;60;1.036;54;1.5;0;All Grain;?;?;60.56;American IPA
15331;50;1.049;1.009;5.24;50.45;7;57;70;1.043;65;4;0;All Grain;?;?;60.49;American IPA
15332;586.74;1.052;1.01;5.57;?;?;681.37;60;1.045;80;1.5;0;All Grain;0.35;20;60.52;American Pale Ale
15336;20.82;1.053;1.01;5.68;45.69;4.56;?;60;1.039;80;1.5;0;All Grain;0.35;19.44;60.53;American Pale Ale
15337;18.93;1.047;1.01;4.93;39.5;6.58;13.25;60;1.068;75;?;0;All Grain;0.35;17.78;60.47;American Pale Ale
15340;20.82;1.075;1.017;7.56;81.78;24.06;28.39;60;1.055;70;1.5;0;All Grain;1;21.11;60.75;American IPA
15342;20.8;1.046;1.008;4.95;52.52;6.86;22.7;60;?;70;?;0;BIAB;?;16;60.46;American Pale Ale
15343;10;1.056;1.011;5.95;50.04;8.63;?;20;1.031;35;?;0;?;0.75;17;60.56;American IPA
15344;25;1.051;1.011;5.25;18.96;4.92;29;60;1.044;79;3.1;0;?;0.5;18;60.51;American Pale Ale
15345;22.71;1.045;1.01;?;41.66;3.4;28.39;60;1.036;70;1.25;0;All Grain;0.75;20;60.45;American Pale Ale
15348;23;1.057;1.015;5.55;32.29;6.83;13;75;1.101;70;?;0;Partial Mash;1;20;60.57;American Pale Ale
15349;20;1.06;1.011;6.36;55.36;12.56;28;90;1.043;60;3;0;All Grain;?;16;60.6;American IPA
15350;22.71;1.072;1.016;7.33;35.08;7.07;30.28;?;1.054;65;1.25;0;All Grain;?;?;60.72;American IPA
15351;37.85;1.058;1.004;7.07;0;9.39;45.42;60;?;?;?;0;All Grain;?;?;60.58;American Pale Ale
15354;12.3;1.064;1.014;6.49;45.41;9.05;15.14;60;1.052;75;1.31;0;All Grain;?;?;60.64;American IPA
15355;25;1.078;1.021;7.38;?;10.43;30;60;1.065;?;3.4;0;All Grain;1;20;60.78;American IPA
15356;18;1.051;1.013;?;32;8.49;16;60;1.058;71;?;0;All Grain;0.35;22;60.51;American Pale Ale
15358;18.93;1.087;1.024;8.32;66.65;27.08;18.93;75;1.087;75;?;0;Partial Mash;0.35;21.11;60.87;American IPA
15359;25.55;1.064;1.013;6.63;63.99;6.45;32.74;60;1.05;75;1.5;0;All Grain;?;?;60.64;American IPA
15360;21;1.051;1.012;5.13;36.64;8.35;28.4;60;1.038;75;3;0;?;0.35;20;60.51;American Pale Ale
15361;45;1.053;1.012;5.37;44.17;10.28;55;60;1.043;?;2.9;0;All Grain;?;?;60.53;American IPA
15362;37.85;1.105;1.027;10.35;176.28;7.91;28.39;60;1.141;75;1.5;0;All Grain;0.5;20;61.05;American IPA
15363;9.46;1.081;1.015;8.63;36.88;5.04;15.14;60;1.048;65;?;0;All Grain;0.75;18.33;60.81;American IPA
15365;18.93;1.049;1.009;5.34;61.71;6.77;26.5;60;1.035;75;1.25;0;All Grain;?;21.11;60.49;American IPA
15367;20.82;1.052;1.013;5.03;42.41;7.76;26.5;60;1.041;70;1.5;0;All Grain;?;?;60.52;American Pale Ale
15368;21;1.051;1.01;5.41;44.27;6.07;26.5;60;1.041;70;3.5;0;All Grain;?;22;60.51;American Pale Ale
15371;23;1.061;1.01;6.68;?;-1;28;-1;1.05;73;?;0;BIAB;?;?;60.61;American IPA
15372;17.03;1.062;1.015;6.21;42.07;10.59;23.13;60;1.046;50;1.5;0;All Grain;0.5;19.44;60.62;American Pale Ale
15374;20.82;1.064;1.016;6.35;72.17;8.41;28.39;60;1.047;70;1.5;0;All Grain;?;?;60.64;American IPA
15375;24;1.066;1.012;7.1;55.19;4.62;27;60;1.059;75;3.5;0;All Grain;?;21;60.66;American IPA
15376;18;1.056;1.011;5.9;23.26;4.59;20;60;1.05;?;?;0;BIAB;?;?;60.56;American Pale Ale
15377;20;1.054;1.012;5.5;61.09;6.09;28;60;1.039;70;3.5;0;All Grain;0.75;18;60.54;American IPA
15380;24;?;1.019;?;62.24;6.29;30;60;1.055;70;3;0;All Grain;?;20;?;American IPA
15381;19.87;1.066;1.016;6.6;79.38;8.16;?;60;?;70;2;0;All Grain;1;18.33;60.66;American IPA
15382;18.93;1.058;1.015;5.66;63.61;9.5;22.71;60;1.048;70;1.5;0;All Grain;?;21.11;60.58;American IPA
15383;22.71;1.051;?;5.12;-1;8.05;28.39;60;1.04;65;1.3;0;?;1;16.67;60.51;American Pale Ale
15384;20.82;1.048;1.009;?;26.6;5.85;28.39;90;1.035;80;?;0;?;?;18.33;60.48;American Pale Ale
15385;21.5;12.8721;3.06072;5.26;34.91;10.61;23.5;60;11.8;80;4;1;All Grain;?;?;178.721;American Pale Ale
15386;21;1.048;1.009;?;67.8;5.3;44;90;1.023;75;3.5;0;All Grain;?;18;60.48;American Pale Ale
15387;25;1.05;1.009;5.47;41.63;10.27;31.3;60;1.04;75;3;0;All Grain;?;20;60.5;American Pale Ale
15388;20.82;1.065;1.018;6.12;?;7.65;28.39;60;1.047;75;2;0;All Grain;0.75;20;60.65;American IPA
15389;25;1.048;1.009;5.13;42.65;5.31;33;60;1.036;72;3;0;All Grain;1;19;60.48;American Pale Ale
15390;20.82;1.05;1.012;4.91;85.52;?;26.5;60;1.039;75;1.5;0;All Grain;?;?;60.5;American IPA
15393;19;?;1.011;5.12;?;9.99;25.5;60;1.037;60;?;0;?;0.35;17;?;American Pale Ale
15398;21;1.048;1.014;4.58;25.3;8.37;11;60;1.093;35;?;0;extract;?;?;60.48;American Pale Ale
15399;20.82;1.065;1.015;6.51;74.08;7.21;28.39;60;1.048;?;1.5;0;?;0.75;18.33;60.65;American IPA
15400;22.71;1.073;1.024;6.46;84.64;6.43;29.34;90;1.056;70;1.33;0;All Grain;1.25;17.22;60.73;American IPA
15402;22;1.046;1.011;4.61;40.66;5.25;8;60;1.083;70;?;0;?;?;20;60.46;American Pale Ale
15403;18.93;1.062;1.014;6.42;58.88;6.72;24.61;90;1.048;75;1.5;0;All Grain;0.5;20;60.62;American Pale Ale
15405;35;1.072;1.013;7.73;?;4.96;41;60;1.061;75;2.8;0;All Grain;0.75;18;60.72;American IPA
15406;21;1.054;1.01;5.73;49.85;7.16;10;60;?;35;?;0;extract;0.35;18;60.54;American IPA
15407;1000;1.051;1.016;4.6;22.85;11.06;1007.6;60;1.05;75;?;?;All Grain;0.5;19;60.51;American Pale Ale
15408;22.71;1.064;1.012;6.84;93.79;4.64;28.39;60;1.051;77;1.33;0;All Grain;1;17.78;60.64;American IPA
15409;13;1.093;1.018;9.92;131.26;-1;6.5;40;1.036;75;?;0;extract;1;16;60.93;American IPA
15410;27;1.063;1.012;6.61;70.03;8.86;32;90;1.053;75;3.71;0;All Grain;0.35;21;60.63;American IPA
15412;50;1.058;1.016;?;31.95;5.86;56;60;1.052;70;?;0;BIAB;0.5;16;60.58;American Pale Ale
15414;20.82;1.069;1.018;6.67;37.63;5.31;27.44;?;1.052;70;1.25;0;All Grain;0.75;20;60.69;American IPA
15415;22.71;1.043;1.01;4.29;0;12.79;?;60;1.034;75;1.5;0;?;?;?;60.43;American IPA
15417;19.87;1.057;1.011;6.06;59;4.95;26.5;60;1.04;70;1.5;0;All Grain;?;19.44;60.57;American IPA
15419;18;1.064;1.017;6.24;37.59;5.23;22;60;?;60;2.9;0;All Grain;0.35;20;60.64;American IPA
15420;23;1.059;1.011;6.32;32.31;10.01;30;60;1.045;?;?;0;BIAB;1;18;60.59;American Pale Ale
15421;180;1.056;1.01;6.16;77.06;7.95;210;-1;1.048;68;3.5;0;All Grain;?;19;60.56;American IPA
15422;45.42;1.061;1.012;6.47;56.51;6.61;54.89;-1;1.05;81;1.5;0;All Grain;1.25;17.78;60.61;American IPA
15423;80;1.07;1.016;7.18;37.06;6.34;91.2;90;1.062;80;2.6;0;All Grain;1;19;60.7;American IPA
15424;20.82;?;1.013;5.89;62.61;5.1;28.39;75;1.043;68;1.72;0;All Grain;0.75;17.22;?;American Pale Ale
15425;21;1.051;1.01;5.4;90.46;8.66;25;60;1.043;67;?;0;BIAB;0.75;16;60.51;American IPA
15426;20.82;1.054;1.015;?;42.1;4.6;28.39;60;1.04;78;1.5;0;All Grain;?;?;60.54;American Pale Ale
15427;18.93;1.093;1.024;9.07;124.98;14.09;24.61;?;1.072;35;?;0;extract;0.35;21.11;60.93;American IPA
15428;19.87;1.067;1.023;5.89;119.9;6.21;26.5;90;1.051;60;2.7;0;All Grain;?;?;60.67;American IPA
15432;23.5;17.0218;4.97063;6.6;39.06;6;?;90;13.5;70;?;1;Partial Mash;?;?;220.218;American IPA
15433;10.98;1.065;1.016;6.38;84.27;3.61;13.25;60;1.054;87;?;0;BIAB;?;?;60.65;American IPA
15434;7.57;1.068;1.017;?;129.49;6.93;13.25;60;1.039;72;?;0;BIAB;0.75;18.33;60.68;American IPA
15435;40;1.042;1.007;4.58;-1;5.29;50;60;1.034;70;3;0;All Grain;?;20;60.42;American Pale Ale
15437;20.82;1.06;1.015;5.88;59.37;9.74;25.74;60;1.048;?;1.5;0;All Grain;0.75;20;60.6;American IPA
15439;11.36;1.05;1.012;5.05;16.39;3.44;18.93;60;1.03;75;1.5;0;?;?;?;60.5;American Pale Ale
15441;22;1.059;1.012;6.28;43.87;6.86;27;60;1.048;72;2.7;0;All Grain;?;?;60.59;American Pale Ale
15442;18.93;1.049;1.012;4.96;44.59;8.11;15.14;60;1.062;50;?;0;Partial Mash;?;19.44;60.49;American IPA
15443;20.82;15.0428;?;6.11;87.2;8.08;28.39;90;?;68;?;1;All Grain;1.25;18.89;200.428;American IPA
15444;37.85;1.066;1.016;6.61;170.67;?;62.46;60;1.04;75;?;0;All Grain;?;20;60.66;American IPA
15446;21;1.065;1.016;6.38;77.66;6.4;?;60;1.056;85;3;?;All Grain;?;?;60.65;American IPA
15447;15.5;1.047;1.012;4.68;43.96;5.8;13.5;60;1.054;62;?;0;BIAB;?;19;60.47;American Pale Ale
15448;9.46;1.067;1.014;6.84;48.69;-1;15.14;60;1.042;75;?;0;BIAB;?;?;60.67;American IPA
15450;23;1.06;1.011;6.41;50.13;8.61;28.5;60;1.048;90;3;0;All Grain;?;20;60.6;American Pale Ale
15451;23;1.062;1.011;6.66;53.83;?;28;60;1.051;75;3;0;All Grain;1;20;60.62;American IPA
15453;40;1.053;1.013;5.12;39.22;6.13;48;60;1.044;70;2.5;0;All Grain;0.5;20;60.53;American Pale Ale
15454;37.85;1.055;1.013;5.54;41.44;6.1;45.42;60;1.046;70;1.5;0;All Grain;?;18.33;60.55;American Pale Ale
15458;18.93;1.052;1.012;5.23;41.49;5.82;24.61;60;1.04;?;1.5;0;All Grain;1;20;60.52;American Pale Ale
15460;20.82;1.06;1.012;6.25;70.24;12.34;26.5;60;1.047;70;1.5;0;All Grain;?;?;60.6;American IPA
15461;19.68;1.07;1.016;7.14;67.63;3.71;20.82;60;1.03;35;?;0;extract;0.35;16.67;60.7;American IPA
15462;18.93;1.065;1.012;6.92;51.52;5.49;24.61;?;1.05;65;1.5;0;All Grain;0.35;20;60.65;American IPA
15464;20.82;1.05;1.01;5.25;-1;3.24;?;45;1.055;57;?;0;BIAB;0.75;18.33;60.5;American Pale Ale
15465;20;1.038;1.01;3.78;30.3;11.87;25;90;1.031;70;3;0;All Grain;0.75;19;60.38;American IPA
15466;22.71;1.077;?;7.3;149.61;7.46;30.28;60;1.058;85;1.5;0;All Grain;?;21.11;60.77;American IPA
15468;21;1.057;1.016;5.38;39.31;11.64;25;70;1.048;75;3;0;All Grain;?;18;60.57;American IPA
15470;18.93;1.057;1.012;?;72.67;9.92;24.61;60;1.044;35;?;0;extract;0.35;20;60.57;American IPA
15471;10;1.085;1.017;8.98;95.93;18.05;?;60;1.068;70;?;0;BIAB;?;21;60.85;American IPA
15473;20.82;1.056;1.014;5.52;68.09;33.52;22.71;60;1.051;65;1.5;0;All Grain;?;?;60.56;American Pale Ale
15474;32;11.915;3.06904;4.73;24.23;3.27;36;60;10.6;70;2.2;1;All Grain;1;?;169.15;American Pale Ale
15475;49.21;1.077;1.013;8.46;125.27;?;60.57;60;1.063;70;1.263;0;All Grain;1.25;20.56;60.77;American IPA
15477;37.85;1.058;1.01;6.35;73.25;8.39;49.21;60;1.045;70;1.5;0;All Grain;0.35;22.22;60.58;American IPA
15478;41.64;1.068;1.015;?;66.22;5.48;?;60;1.056;74;1.33;0;All Grain;0.5;19.44;60.68;American IPA
15480;18.93;1.047;1.014;4.23;32.92;6.17;26.5;60;1.033;70;?;0;All Grain;?;?;60.47;American IPA
15482;20.82;1.065;1.013;6.73;68.08;8.02;28.39;-1;1.047;60;1.5;0;?;0.35;20;60.65;American IPA
15483;25;1.054;1.01;5.85;41.07;6.46;38;90;1.036;77;?;0;BIAB;?;?;60.54;American Pale Ale
15490;20.82;1.065;1.017;6.29;213.86;4.65;?;60;1.047;60;1.5;0;All Grain;0.35;20;60.65;American IPA
15492;41.64;1.059;?;?;-1;8.09;45.42;60;?;70;?;0;All Grain;0.5;17.78;60.59;American Pale Ale
15493;20.82;1.055;1.01;5.82;44.75;6.28;24.61;?;1.046;35;?;0;extract;0.35;18.33;60.55;American Pale Ale
15494;600;1.047;1.01;4.81;30.13;5.82;640;?;1.044;70.6;3;0;All Grain;0.35;19;60.47;American Pale Ale
15495;18.93;1.063;1.018;5.97;55.68;8.94;?;60;1.053;75;1.4;0;All Grain;0.35;19.44;60.63;American IPA
15496;26.5;1.061;1.015;5.98;50.51;5.43;34.07;60;1.047;75;?;0;Partial Mash;1;20;60.61;American IPA
15498;23;1.062;1.011;6.75;59.82;7.77;35;60;1.041;?;?;0;BIAB;?;?;60.62;American IPA
15499;416.4;1.063;?;6.63;12.4;4.04;492.1;60;1.053;80;1.25;0;?;?;20;60.63;American IPA
15501;20;1.053;1.01;5.66;43.77;6.24;26;60;1.041;35;?;0;extract;?;?;60.53;American Pale Ale
15502;22.71;1.072;1.018;7.04;81.39;5.73;28.39;90;?;75;?;0;?;1;18.33;60.72;American IPA
15503;22.71;1.047;1.009;5.06;30.59;7.45;26.88;60;1.04;80;?;0;BIAB;0.5;17.78;60.47;American Pale Ale
15504;37.85;1.072;1.015;7.48;-1;5.09;49.21;60;1.055;60;?;0;BIAB;1.25;20;60.72;American IPA
15505;21;1.058;1.01;6.29;57.25;5.65;28.5;60;1.043;65;3;0;All Grain;?;20;60.58;American Pale Ale
15509;41.64;1.074;1.017;7.46;65.77;9.16;49.21;70;1.063;74;1.2;0;All Grain;?;19.44;60.74;American IPA
15510;21;1.06;1.013;6.2;61.1;7.55;25;60;1.051;75;?;0;?;0.75;18;60.6;American IPA
15512;1900;1.07;1.014;7.33;42.38;12.89;2000;60;1.066;80;3;0;All Grain;0.35;21;60.7;American IPA
15513;18.93;1.073;1.016;7.44;81.24;8.75;28.39;60;1.049;70;1.5;0;All Grain;?;21.11;60.73;American IPA
15514;12.3;1.055;?;5.58;42.26;8;17;70;1.04;79;?;0;All Grain;1;?;60.55;American Pale Ale
15515;41.64;1.064;1.012;6.79;63.1;7.84;49.21;?;?;75;1.5;0;All Grain;0.5;22.78;60.64;American IPA
15517;21;1.053;1.012;5.37;32.57;6.81;16;60;1.069;65;?;0;BIAB;?;19;60.53;American Pale Ale
15518;25;1.054;1.009;5.88;59.63;5.8;34;75;1.04;75;?;0;?;0.35;18;60.54;American IPA
15519;18.93;1.059;1.014;5.84;0;6.1;24.28;60;?;76;?;0;All Grain;?;?;60.59;American Pale Ale
15520;10;1.048;1.011;4.88;31.58;7.39;13;60;1.037;60;3;?;All Grain;?;26;60.48;American Pale Ale
15521;20.82;1.046;1.011;4.51;?;4.4;24.61;?;1.039;0;?;0;extract;?;?;60.46;American Pale Ale
15523;22.71;1.065;1.019;6.05;54.89;4.19;28.39;-1;1.052;70;1.5;?;All Grain;?;18.89;60.65;American Pale Ale
15526;20.82;1.062;1.017;5.85;85.27;10.18;26.5;60;?;70;?;0;All Grain;?;?;60.62;American IPA
15528;20.82;1.071;1.02;6.67;44.04;8.25;24.61;60;1.06;35;?;0;extract;0.5;21.11;60.71;American IPA
15529;10;1.074;1.018;7.34;-1;5.01;15;-1;1.049;60;4;0;All Grain;0.5;19;60.74;American IPA
15530;25;1.052;1.01;5.42;63.58;3.43;28.5;60;1.045;80;2.5;0;All Grain;0.75;18;60.52;American Pale Ale
15531;19.87;1.066;1.013;6.97;36.68;5.46;13.25;30;1.024;?;?;0;Partial Mash;0.35;18.89;60.66;American IPA
15532;20.82;1.057;1.013;5.79;?;6.31;28.39;60;?;63;1.5;0;All Grain;0.35;17.78;60.57;American Pale Ale
15535;18;1.054;1.013;5.28;36.73;8.27;22;60;1.044;70;3;0;All Grain;?;?;60.54;American Pale Ale
15536;23;1.055;1.013;5.47;48.36;7.45;26;60;1.048;80;3;0;All Grain;1;19;60.55;American Pale Ale
15539;22.71;1.106;1.026;10.41;68.55;8.79;?;90;1.091;85;1.5;0;All Grain;?;?;61.06;American IPA
15542;10;1.06;1.011;6.37;54.69;8.04;?;120;1.05;70;3;0;All Grain;?;22;60.6;American IPA
15543;42;1.068;1.019;6.41;67.16;8.23;49.5;60;1.058;60;?;0;BIAB;0.5;20;60.68;American IPA
15544;20.82;1.052;1.009;5.59;-1;6.83;28.39;60;1.038;70;1.5;0;All Grain;0.5;18.89;60.52;American IPA
15545;41.64;1.072;1.013;7.76;49.84;5.33;51.48;90;1.059;72;1.25;0;All Grain;?;18.89;60.72;American IPA
15547;140;1.015;1.011;0.48;0;1.54;140;60;1.015;70;3;0;All Grain;?;?;60.15;American IPA
15549;15.14;1.062;?;6.06;0;-1;28.39;-1;1.033;35;?;0;?;0.35;17.78;60.62;American IPA
15550;37.85;?;1.016;5.34;185.61;7.19;43.53;60;?;75;?;0;All Grain;?;?;?;American IPA
15552;23;1.061;1.019;5.5;39.24;?;27.5;60;1.051;70;2.5;0;All Grain;?;19;60.61;American IPA
15553;19.87;1.072;1.022;6.58;69;6.12;29.34;90;1.049;70;1.5;0;All Grain;0.5;20;60.72;American IPA
15554;40;1.062;1.012;6.53;45.43;10.15;50;60;1.05;70;2.5;0;All Grain;?;18;60.62;American IPA
15556;20.82;1.055;1.014;5.42;25.09;5.01;28.39;60;1.04;75;?;?;BIAB;0.75;21.11;60.55;American Pale Ale
15559;15;1.053;1.012;5.35;56.73;11.1;20;60;1.04;70;?;0;BIAB;?;20;60.53;American IPA
15560;20.82;1.045;1.009;4.61;37.47;5.38;28.39;75;1.033;70;1.33;0;All Grain;1;18.89;60.45;American Pale Ale
15561;20.82;1.052;1.012;5.26;55.15;7.95;28.39;60;1.038;73;1.25;0;?;0.75;20;60.52;American Pale Ale
15563;25;1.047;1.011;4.71;32.51;7.64;32;90;1.037;75;3;0;All Grain;?;20;60.47;American Pale Ale
15564;41.64;1.063;1.01;6.93;52.57;7.9;49.21;60;1.053;70;1.33;0;All Grain;?;18.89;60.63;American IPA
15566;10;1.051;1.009;5.56;22.52;?;13;60;1.039;50;?;0;BIAB;?;?;60.51;American Pale Ale
15567;10;1.053;1.013;5.18;0;4.5;11;60;1.048;35;?;0;extract;?;?;60.53;American IPA
